Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,Box_Office_World,MPAA,Date
Husbands,131,Comedy; Drama,8-Dec-70,John Cassavetes,Ben Gazzara; Peter Falk; John Cassavetes,,7.2,"2,223","$1,000,000 ",,,PG-13,8-Dec-70
Le cercle rouge,140,Crime; Thriller,20-Oct-70,Jean-Pierre Melville,Alain Delon; Bourvil; Gian Maria Volont,91/100,8,"9,184",,"$372,229 ",,,20-Oct-70
The Phantom Tollbooth,90,Family; Adventure; Animation,Dec-72,Chuck Jones; Sam Rosen,Butch Patrick; Mel Blanc; Daws Butler,,6.7,"1,475",,,,G,Dec-72
Julius Caesar,117,Drama; History; War,3-Feb-71,Robert Furnival; William Shakespeare,Charlton Heston; Jason Robards; John Gielgud,,6,834,,,,G,3-Feb-71
The Strawberry Statement,109,Drama; Romance,24-Jun-70,James Kunen; Israel Horovitz,Bruce Davison; Kim Darby; Bud Cort,,6.7,844,,,,R,24-Jun-70
L'uccello dalle piume di cristallo,96,Mystery; Thriller,12-Jun-70,Dario Argento,Tony Musante; Suzy Kendall; Enrico Maria Salerno,,7,"8,052","$500,000 ",,,GP,12-Jun-70
The Railway Children,109,Family; Drama,18-Dec-71,E. Nesbit; Lionel Jeffries,Dinah Sheridan; Bernard Cribbins; William Mervyn,,7.3,"1,907",,,,G,18-Dec-71
The Vampire Lovers,91,Horror,22-Oct-70,Sheridan Le Fanu; Harry Fine,Ingrid Pitt; George Cole; Kate O'Mara,,6.4,"2,363",,,,R,22-Oct-70
Soldier Blue,112,History; Western,30-Oct-70,Theodore V. Olsen; John Gay,Candice Bergen; Peter Strauss; Donald Pleasence,,6.8,"2,645",,,,R,30-Oct-70
The Private Life of Sherlock Holmes,125,Adventure; Comedy; Crime,29-Oct-70,Arthur Conan Doyle; Billy Wilder,Robert Stephens; Colin Blakely; Genevive Page,,7.3,"4,890","$10,000,000 ","$1,500,000 ",,GP,29-Oct-70
Pound,92,Fantasy,17-Aug-70,Robert Downey Sr.,Joe Madden; James Green; Mariclare Costello,,6,141,,,,,17-Aug-70
The Molly Maguires,124,Drama; History,17-Jun-70,Arthur H. Lewis; Walter Bernstein,Sean Connery; Richard Harris; Samantha Eggar,,6.9,"1,793","$11,000,000 ",,,PG,17-Jun-70
Myra Breckinridge,94,Comedy,24-Jun-70,Gore Vidal; Michael Sarne,Mae West; John Huston; Raquel Welch,,3.9,"1,781","$5,000,000 ","$3,000,000 ",,,24-Jun-70
I Never Sang for My Father,92,Drama,22-Nov-71,Robert Anderson; Robert Anderson,Melvyn Douglas; Gene Hackman; Dorothy Stickney,,7.3,"1,021",,,,GP,22-Nov-71
Hoffman,113,Comedy,Aug-71,Ernest Gebler; Ernest Gebler,Peter Sellers; Sinad Cusack; Ruth Dunning,,6.8,578,,,,GP,Aug-71
Joe,107,Drama; Thriller,15-Jul-70,Norman Wexler,Susan Sarandon; Patrick McDermott; Dennis Patrick,,6.8,"1,273","$106,000 ","$19,184,330 ",,R,15-Jul-70
No. 1 of the Secret Service,91,Action,1970,Howard Craig,Nicky Henson; Richard Todd; Aimi MacDonald,,4.8,78,,,,R,1970
The Out of Towners,101,Comedy,28-May-70,Neil Simon,Jack Lemmon; Sandy Dennis; Sandy Baron,,7,"4,122",,,,G,28-May-70
The Twelve Chairs,94,Adventure; Comedy,28-Oct-70,Ilya Ilf; Yevgeni Petrov,Ron Moody; Frank Langella; Dom DeLuise,,6.5,"2,603",,,,GP,28-Oct-70
There Was a Crooked Man...,126,Action; Comedy; Drama,25-Dec-70,David Newman; Robert Benton,Kirk Douglas; Henry Fonda; Hume Cronyn,,7,"1,891",,,,R,25-Dec-70
Sometimes a Great Notion,114,Drama; Action; Adventure,31-Dec-70,Ken Kesey; John Gay,Paul Newman; Henry Fonda; Lee Remick,,6.9,"1,752",,,,GP,31-Dec-70
Cromwell,139,Biography; Drama; History,16-Sep-70,Ken Hughes,Richard Harris; Alec Guinness; Robert Morley,,6.7,"2,497",,,,G,16-Sep-70
The Wild Child,83,Drama,11-Sep-70,Franois Truffaut; Jean Gruault,Jean-Pierre Cargol; Franois Truffaut; Franoise Seigner,,7.5,"3,875",,"$61,373 ","$800,000 ",G,11-Sep-70
I Drink Your Blood,83,Horror,Dec-70,David E. Durston,Bhaskar Roy Chowdhury; Jadin Wong; Rhonda Fultz,,5.6,"1,504",,,,,Dec-70
My Lover My Son,96,Drama,5-Aug-70,Edward Grierson; Jenni Hall,Romy Schneider; Donald Houston; Dennis Waterman,,4.9,127,,,,R,5-Aug-70
Scrooge,113,Fantasy; Musical,5-Nov-70,Charles Dickens; Leslie Bricusse,Albert Finney; Edith Evans; Kenneth More,,7.2,"4,351",,,,G,5-Nov-70
They Call Me Mister Tibbs!,108,Crime; Drama; Mystery,10-Jul-70,Alan Trustman; James R. Webb,Sidney Poitier; Martin Landau; Barbara McNair,,5.9,"1,536",,,,R,10-Jul-70
The Boys in the Band,118,Drama,17-Mar-70,Mart Crowley; Mart Crowley,Kenneth Nelson; Frederick Combs; Peter White,,7.4,"1,865","$5,500,000 ","$2,695 ",,R,17-Mar-70
Pippi in the South Seas,86,Adventure; Family,1-Sep-75,Fred Ladd; Astrid Lindgren,Inger Nilsson; Maria Persson; Pr Sundberg,,6.7,"2,046",,,,G,1-Sep-75
Le boucher,93,Thriller,19-Dec-71,Claude Chabrol,Stphane Audran; Jean Yanne; Antonio Passalia,,7.5,"3,791",,,,GP,19-Dec-71
Scream and Scream Again,95,Horror; Sci-Fi; Crime,13-Feb-70,Christopher Wicking; Peter Saxon,Vincent Price; Christopher Lee; Peter Cushing,,5.5,"1,461",,,,R,13-Feb-70
Valerie a tden divu,73,Adventure; Drama; Fantasy,16-Oct-70,Vtezslav Nezval; Jaromil Jires,Jaroslava Schallerov; Helena Anzov; Petr Kopriva,,7,"2,486",,,,,16-Oct-70
Eugenie... the Story of Her Journey Into Perversion,87,Horror; Drama,Mar-70,Harry Alan Towers,Maria Rohm; Marie Liljedahl; Jack Taylor,,5.5,691,,,,,Mar-70
Count Dracula,98,Horror,1973,Bram Stoker; Jess Franco,Christopher Lee; Herbert Lom; Klaus Kinski,,5.7,"1,126",,,,PG,1973
Claire's Knee,105,Drama; Romance,21-Feb-71,Eric Rohmer,Jean-Claude Brialy; Aurora Cornu; Batrice Romand,,7.6,"3,457",,,,GP,21-Feb-71
The Garden of the Finzi-Continis,94,Drama; History; War,16-Dec-71,Giorgio Bassani; Vittorio Bonicelli,Lino Capolicchio; Dominique Sanda; Fabio Testi,,7.4,"3,021",,"$596,694 ",,R,16-Dec-71
Taste the Blood of Dracula,91,Drama; Fantasy; Horror,7-Jun-70,Anthony Hinds; Bram Stoker,Christopher Lee; Geoffrey Keen; Gwen Watford,,6.2,"2,178",,,,R,7-Jun-70
The Ballad of Cable Hogue,121,Comedy; Drama; Romance,13-May-70,John Crawford; Edmund Penney,Jason Robards; Stella Stevens; David Warner,,7.3,"4,439","$3,716,946 ","$3,500,000 ","$5,000,000 ",R,13-May-70
Alex in Wonderland,110,Comedy; Drama,Feb-71,Paul Mazursky; Larry Tucker,Donald Sutherland; Ellen Burstyn; Meg Mazursky,,5.1,443,,,,R,Feb-71
The Owl and the Pussycat,95,Comedy,3-Nov-70,Bill Manhoff; Buck Henry,Barbra Streisand; George Segal; Robert Klein,,6.6,"1,693",,,,R,3-Nov-70
En krlekshistoria,115,Drama; Romance,24-Apr-70,Roy Andersson,Ann-Sofie Kylin; Rolf Sohlman; Anita Lindblom,,7.4,"2,430",,,,,24-Apr-70
House of Dark Shadows,97,Drama; Horror; Romance,6-Mar-71,Sam Hall; Gordon Russell,Jonathan Frid; Grayson Hall; Kathryn Leigh Scott,,6.1,"1,351","$750,000 ",,,GP,6-Mar-71
Bloody Mama,90,Drama; Crime,24-Mar-70,Don Peters; Robert Thom,Shelley Winters; Pat Hingle; Don Stroud,,5.5,"1,658",,,,R,24-Mar-70
Spring and Port Wine,101,Drama,30-Mar-72,Bill Naughton; Bill Naughton,James Mason; Diana Coupland; Hannah Gordon,,6.6,274,,,,,30-Mar-72
Mark of the Devil,90,Drama; History; Horror,5-Apr-72,Michael Armstrong; Adrian Hoven,Herbert Lom; Udo Kier; Olivera Katarina,,5.9,"1,407",,,,R,5-Apr-72
On a Clear Day You Can See Forever,129,Comedy; Drama; Fantasy,17-Jun-70,Alan Jay Lerner; Alan Jay Lerner,Barbra Streisand; Yves Montand; Bob Newhart,,6.4,"2,026","$10,000,000 ","$14,000,000 ",,G,17-Jun-70
Borsalino,125,Crime; Drama,13-Aug-70,Jean-Claude Carrire; Jean Cau,Jean-Paul Belmondo; Alain Delon; Catherine Rouvel,,6.9,"1,457",,,,GP,13-Aug-70
The Bloody Judge,84,Horror,May-72,Enrico Colombo; Jess Franco,Christopher Lee; Maria Schell; Leo Genn,,5.1,473,,,,PG,May-72
The Landlord,112,Comedy; Drama,20-May-70,Bill Gunn; Kristin Hunter,Beau Bridges; Lee Grant; Diana Sands,,6.8,"1,058",,,,R,20-May-70
Scars of Dracula,96,Horror,23-Dec-70,Anthony Hinds; Bram Stoker,Christopher Lee; Dennis Waterman; Jenny Hanley,,6.2,"2,120",,,,R,23-Dec-70
"Hi, Mom!",87,Comedy,1970,Brian De Palma; Charles Hirsch,Charles Durning; Robert De Niro; Allen Garfield,,6.1,"2,373",,,,R,1970
The Dunwich Horror,90,Horror,14-Jan-70,Curtis Hanson; Henry Rosenbaum,Sandra Dee; Dean Stockwell; Ed Begley,,5.2,"1,735",,,,R,14-Jan-70
Quiet Days in Clichy,100,Comedy; Drama,1-Jun-70,Henry Miller; Jens Jrgen Thorsen,Paul Valjean; Wayne Rodda; Ulla Koppel,,5.5,494,,,,,1-Jun-70
The Nude Vampire,88,Horror,May-70,Jean Rollin; Jean Rollin,Maurice Lematre; Caroline Cartier; Ly Lestrong,,5.3,501,,,,,May-70
The Go-Between,118,Drama; Romance,Dec-70,Harold Pinter; L.P. Hartley,Julie Christie; Alan Bates; Margaret Leighton,,7.4,"2,263","$1,000,000 ",,,GP,Dec-70
Watermelon Man,100,Comedy; Drama,27-May-70,Herman Raucher,Godfrey Cambridge; Estelle Parsons; Howard Caine,,6.4,864,,,,R,27-May-70
Barquero,115,Western,29-Jul-70,George Schenck; William Marks,Lee Van Cleef; Warren Oates; Forrest Tucker,,5.9,521,,,,R,29-Jul-70
Dodes'ka-den,140,Drama,9-Jun-71,Akira Kurosawa; Hideo Oguni,Yoshitaka Zushi; Kin Sugai; Toshiyuki Tonomura,,7.5,"3,077",,,,,9-Jun-71
Brewster McCloud,105,Comedy; Fantasy,18-Aug-71,Doran William Cannon,Bud Cort; Sally Kellerman; Michael Murphy,,6.8,"2,152",,,,R,18-Aug-71
The Cross and the Switchblade,106,Biography; Crime; Drama,Jun-70,Don Murray; James Bonnet,Pat Boone; Erik Estrada; Jacqueline Giroux,,5.5,538,,,,GP,Jun-70
Indagine su un cittadino al di sopra di ogni sospetto,112,Crime; Drama,12-Feb-70,Elio Petri; Ugo Pirro,Gian Maria Volont; Florinda Bolkan; Gianni Santuccio,93/100,7.9,"2,625",,,,R,12-Feb-70
Wuthering Heights,104,Adventure; Drama; Romance,9-Jun-70,Emily Bront; Patrick Tilley,Anna Calder-Marshall; Timothy Dalton; Harry Andrews,,6.4,806,,,,G,9-Jun-70
Lovers and Other Strangers,104,Comedy,12-Aug-70,Joseph Bologna; Rene Taylor,Bea Arthur; Bonnie Bedelia; Michael Brandon,,6.5,687,,,,R,12-Aug-70
The Great White Hope,103,Drama; Romance; Sport,16-Oct-70,Howard Sackler; Howard Sackler,James Earl Jones; Jane Alexander; Lou Gilbert,,6.9,"1,389","$6,000,000 ",,,PG-13,16-Oct-70
The Kremlin Letter,120,Thriller,1-Feb-70,Noel Behn; John Huston,Bibi Andersson; Richard Boone; Nigel Green,,6.3,911,,,,,1-Feb-70
The Wizard of Gore,95,Horror,23-Oct-70,Allen Kahn,Ray Sager; Judy Cler; Wayne Ratay,,5.3,"1,733","$60,000 ",,,,23-Oct-70
The Cheyenne Social Club,103,Comedy; Western,12-Jun-70,James Lee Barrett; Davis Grubb,James Stewart; Henry Fonda; Shirley Jones,,6.7,"2,205",,,,GP,12-Jun-70
Puzzle of a Downfall Child,105,Drama,16-Dec-70,Jerry Schatzberg; Carole Eastman,Faye Dunaway; Barry Primus; Viveca Lindfors,,6.6,254,,,,R,16-Dec-70
Monte Walsh,106,Western,7-Oct-70,David Zelag Goodman; Lukas Heller,Lee Marvin; Jeanne Moreau; Jack Palance,,6.9,931,"$5,000,000 ",,,PG-13,7-Oct-70
Sunflower,107,Drama,24-Sep-70,Tonino Guerra; Cesare Zavattini,Sophia Loren; Marcello Mastroianni; Lyudmila Saveleva,,7,"1,076",,,,G,24-Sep-70
Too Late the Hero,145,Action; War; Drama,3-Sep-70,Robert Aldrich; Robert Aldrich,Michael Caine; Cliff Robertson; Ian Bannen,,6.7,"1,901",,,,GP,3-Sep-70
Cindy and Donna,79,Drama,1970,Barry Clark,Debbie Osborne; Nancy Ison; Cheryl Powell,,4.6,199,,,,,1970
Pippi on the Run,94,Family,1977,Astrid Lindgren; Astrid Lindgren,Inger Nilsson; Maria Persson; Pr Sundberg,,6.7,"1,355",,,,G,1977
Willy Wonka &amp; the Chocolate Factory,100,Family; Fantasy; Musical,30-Jun-71,Roald Dahl; Roald Dahl,Gene Wilder; Jack Albertson; Peter Ostrum,,7.8,"78,448","$3,000,000 ","$4,000,000 ",,G,30-Jun-71
A Clockwork Orange,136,Crime; Drama; Sci-Fi,2-Feb-72,Stanley Kubrick; Anthony Burgess,Malcolm McDowell; Patrick Magee; Michael Bates,78/100,8.5,"323,068","$2,200,000 ","$26,589,355 ",,,2-Feb-72
Maid in Sweden,80,Drama,11-Oct-74,Ronnie Friedland; George T. Norris,Christina Lindberg; Monica Ekman; Krister Ekman,,4.4,660,,,,R,11-Oct-74
Diamonds Are Forever,120,Action; Adventure; Crime,17-Dec-71,Richard Maibaum; Tom Mankiewicz,Sean Connery; Jill St. John; Charles Gray,,6.7,"48,613","$7,200,000 ","$43,819,547 ","$72,200,000 ",GP,17-Dec-71
Dirty Harry,102,Action; Crime; Thriller,23-Dec-71,Harry Julian Fink; Rita M. Fink,Clint Eastwood; Andrew Robinson; John Vernon,,7.8,"80,144","$4,000,000 ","$28,153,434 ",,R,23-Dec-71
Vanishing Point,99,Action; Thriller,13-Mar-71,Guillermo Cabrera Infante; Malcolm Hart,Barry Newman; Cleavon Little; Dean Jagger,,7.2,"15,152",,,,R,13-Mar-71
Harold and Maude,91,Comedy; Drama,20-Dec-71,Colin Higgins,Ruth Gordon; Bud Cort; Vivian Pickles,,8,"39,322","$1,200,000 ",,,GP,20-Dec-71
THX 1138,86,Sci-Fi; Thriller,11-Mar-71,George Lucas; George Lucas,Robert Duvall; Donald Pleasence; Don Pedro Colley,75/100,6.8,"27,259","$777,000 ","$2,437,000 ",,R,11-Mar-71
Straw Dogs,118,Drama; Thriller,29-Dec-71,David Zelag Goodman; Sam Peckinpah,Dustin Hoffman; Susan George; Peter Vaughan,,7.6,"32,573","$3,251,794 ",,"$11,148,828 ",R,29-Dec-71
Fiddler on the Roof,181,Drama; Musical,3-Nov-71,Sholom Aleichem; Joseph Stein,Topol; Norma Crane; Leonard Frey,,7.8,"20,899","$9,000,000 ","$10,404,330 ",,G,3-Nov-71
The French Connection,104,Action; Crime; Thriller,9-Oct-71,Ernest Tidyman; Robin Moore,Gene Hackman; Fernando Rey; Roy Scheider,96/100,7.9,"52,889","$1,800,000 ","$51,700,000 ",,R,9-Oct-71
Bedknobs and Broomsticks,117,Adventure; Family; Fantasy,13-Dec-71,Ralph Wright; Ted Berman,Angela Lansbury; David Tomlinson; Roddy McDowall,,6.8,"15,949","$20,000,000 ",,,G,13-Dec-71
The Last Picture Show,118,Drama,22-Oct-71,Larry McMurtry; Peter Bogdanovich,Timothy Bottoms; Jeff Bridges; Cybill Shepherd,,8,"22,637","$1,300,000 ",,,R,22-Oct-71
Man in the Wilderness,104,Adventure; Western,19-Dec-71,Jack DeWitt,Richard Harris; John Huston; Henry Wilcoxon,,6.8,921,,,,GP,19-Dec-71
The Andromeda Strain,131,Sci-Fi; Thriller,12-Mar-71,Michael Crichton; Nelson Gidding,Arthur Hill; David Wayne; James Olson,,7.2,"17,004",,,,G,12-Mar-71
Fists of Fury,99,Action; Crime; Drama,3-Oct-71,Wei Lo,Bruce Lee; Maria Yi; James Tien,,6.9,"11,059","$100,000 ",,,R,3-Oct-71
Play Misty for Me,102,Crime; Drama; Romance,12-Nov-71,Jo Heims; Dean Riesner,Clint Eastwood; Jessica Walter; Donna Mills,,7,"13,100","$725,000 ","$10,600,000 ",,R,12-Nov-71
The Omega Man,98,Action; Sci-Fi; Thriller,1-Aug-71,John William Corrington; Joyce Hooper Corrington,Charlton Heston; Anthony Zerbe; Rosalind Cash,,6.6,"15,994",,,,GP,1-Aug-71
Get Carter,112,Crime; Thriller,18-Mar-71,Mike Hodges; Ted Lewis,Michael Caine; Ian Hendry; Britt Ekland,,7.5,"15,161",,,,R,18-Mar-71
Walkabout,100,Adventure; Drama,1-Jul-71,Edward Bond; James Vance Marshall,Jenny Agutter; Luc Roeg; David Gulpilil,,7.7,"11,432",,,,R,1-Jul-71
Shaft,100,Action; Thriller,2-Jul-71,Ernest Tidyman; John D.F. Black,Richard Roundtree; Moses Gunn; Charles Cioffi,,6.5,"8,919","$1,125,000 ","$12,121,618 ",,R,2-Jul-71
Escape from the Planet of the Apes,98,Action; Sci-Fi,21-May-71,Paul Dehn; Pierre Boulle,Roddy McDowall; Kim Hunter; Bradford Dillman,,6.2,"13,175","$2,500,000 ","$12,300,000 ",,G,21-May-71
Macbeth,140,Drama,13-Oct-71,William Shakespeare; Roman Polanski,Jon Finch; Francesca Annis; Martin Shaw,,7.5,"6,357",,,,R,13-Oct-71
"Duck, You Sucker",138,Adventure; Western,20-Oct-71,Sergio Leone; Sergio Donati,Rod Steiger; James Coburn; Romolo Valli,77/100,7.6,"15,354",,,,PG,20-Oct-71
Billy Jack,114,Action; Drama,2-Aug-71,Tom Laughlin; Delores Taylor,Tom Laughlin; Delores Taylor; Clark Howat,,5.8,"3,234","$800,000 ","$3,649,685 ",,GP,2-Aug-71
The Beguiled,105,Drama; Romance; War,28-May-71,Albert Maltz; Irene Kamp,Clint Eastwood; Geraldine Page; Elizabeth Hartman,,7.1,"6,379",,,,R,28-May-71
Bananas,82,Comedy,19-Jul-71,Woody Allen; Mickey Rose,Woody Allen; Louise Lasser; Carlos Montalbn,,7,"19,186","$2,000,000 ",,,PG-13,19-Jul-71
Klute,114,Mystery; Thriller,25-Jun-71,Andy Lewis; David E. Lewis,Jane Fonda; Donald Sutherland; Charles Cioffi,,7.1,"10,215","$2,500,000 ",,,R,25-Jun-71
Murmur of the Heart,118,Drama,17-Oct-71,Louis Malle,Lea Massari; Benot Ferreux; Daniel Glin,,7.7,"4,133",,"$1,160,784 ",,R,17-Oct-71
Friends,101,Drama; Romance,29-Oct-71,Lewis Gilbert; Vernon Harris,Sean Bury; Anice Alvina; Ronald Lewis,,6.2,470,,,,R,29-Oct-71
The Panic in Needle Park,110,Crime; Drama; Romance,1-Jun-71,James Mills; Joan Didion,Al Pacino; Kitty Winn; Alan Vint,,7,"7,331",,,,R,1-Jun-71
Johnny Got His Gun,111,Drama; War,1-Mar-72,Dalton Trumbo; Dalton Trumbo,Timothy Bottoms; Kathy Fields; Marsha Hunt,,7.8,"8,086",,,,R,1-Mar-72
Big Jake,110,Action; Crime; Drama,26-May-71,Harry Julian Fink; Rita M. Fink,John Wayne; Richard Boone; Patrick Wayne,,6.9,"5,029",,"$7,500,000 ",,PG-13,26-May-71
And Now for Something Completely Different,88,Comedy,22-Aug-72,Graham Chapman; John Cleese,Graham Chapman; John Cleese; Terry Gilliam,,7.6,"15,918","$100,000 ",,,PG,22-Aug-72
The Devils,111,Drama; History,16-Jul-71,Ken Russell; John Whiting,Vanessa Redgrave; Oliver Reed; Dudley Sutton,,7.6,"5,071",,,,,16-Jul-71
Two-Lane Blacktop,102,Drama,28-Oct-72,Rudy Wurlitzer; Will Corry,James Taylor; Warren Oates; Laurie Bird,,7.2,"5,596","$850,000 ",,,R,28-Oct-72
Le Mans,106,Action; Adventure; Sport,23-Jun-71,Harry Kleiner,Steve McQueen; Siegfried Rauch; Elga Andersen,,6.5,"4,081","$7,573,797 ",,,G,23-Jun-71
Summer of '42,103,Comedy; Drama; Romance,9-Apr-71,Herman Raucher,Jennifer O'Neill; Gary Grimes; Jerry Houser,,7.2,"3,654","$1,000,000 ","$25,000,000 ",,R,9-Apr-71
Death in Venice,130,Drama; Fantasy,5-Mar-71,Thomas Mann; Luchino Visconti,Dirk Bogarde; Romolo Valli; Mark Burns,,7.5,"9,548",,,,GP,5-Mar-71
Red Sun,112,Action; Thriller; Western,9-Jun-72,Laird Koenig; Denne Bart Petitclerc,Charles Bronson; Ursula Andress; Toshir Mifune,,6.8,"3,581",,,,PG,9-Jun-72
Trinity Is STILL My Name!,117,Comedy; Western,21-Oct-71,Enzo Barboni,Terence Hill; Bud Spencer; Yanti Somer,,7,"5,977",,,,G,21-Oct-71
The Decameron,112,Comedy; Drama,1971,Giovanni Boccaccio; Pier Paolo Pasolini,Franco Citti; Ninetto Davoli; Jovan Jovanovic,,7,"4,454",,,"$6,500,000 ",R,1971
McCabe &amp; Mrs. Miller,120,Drama; Western,24-Jun-71,Edmund Naughton; Robert Altman,Warren Beatty; Julie Christie; Rene Auberjonois,,7.6,"11,029",,"$4,100,000 ",,R,24-Jun-71
Carnal Knowledge,98,Drama,21-Oct-71,Jules Feiffer,Jack Nicholson; Ann-Margret; Art Garfunkel,,6.9,"6,071",,"$28,623,900 ",,R,21-Oct-71
Sunday Bloody Sunday,110,Drama,8-Sep-71,Penelope Gilliatt,Peter Finch; Glenda Jackson; Murray Head,,7,"2,466",,,,R,8-Sep-71
Wake in Fright,114,Drama; Thriller,21-Jul-71,Kenneth Cook; Evan Jones,Donald Pleasence; Gary Bond; Chips Rafferty,87/100,7.6,"1,389",,"$49,458 ",,R,21-Jul-71
"Mary, Queen of Scots",128,Biography; Drama; History,29-Mar-72,John Hale,Vanessa Redgrave; Glenda Jackson; Patrick McGoohan,,7.3,"2,158",,,,PG-13,29-Mar-72
Nicholas and Alexandra,183,Biography; Drama; History,13-Dec-71,Edward Bond; James Goldman,Michael Jayston; Janet Suzman; Roderic Noble,,7.1,"2,309",,,,GP,13-Dec-71
Taking Off,93,Comedy; Drama; Music,14-May-71,Milos Forman; John Guare,Lynn Carlin; Buck Henry; Georgia Engel,,7.3,"1,685",,,,R,14-May-71
10 Rillington Place,111,Biography; Crime; Drama,5-Mar-71,Ludovic Kennedy; Clive Exton,Richard Attenborough; Judy Geeson; John Hurt,,7.5,"3,337",,,,GP,5-Mar-71
The Abominable Dr. Phibes,94,Fantasy; Horror,18-May-71,James Whiton; William Goldstein,Vincent Price; Joseph Cotten; Hugh Griffith,,7.1,"6,768",,"$3,000,000 ",,PG-13,18-May-71
A Bay of Blood,84,Horror; Mystery; Thriller,3-May-72,Franco Barberi; Mario Bava,Claudine Auger; Luigi Pistilli; Claudio Camaso,,6.7,"3,721",,,,R,3-May-72
Sweet Sweetback's Baadasssss Song,97,Crime; Drama; Thriller,22-Mar-73,Melvin Van Peebles,Simon Chuckster; Melvin Van Peebles; Hubert Scales,,5.5,"2,490","$500,000 ","$15,180,000 ",,R,22-Mar-73
Let's Scare Jessica to Death,89,Horror; Thriller,6-Aug-71,John D. Hancock; Lee Kalcheim,Zohra Lampert; Barton Heyman; Kevin O'Connor,,6.3,"3,392",,,,PG-13,6-Aug-71
Lawman,99,Western,4-Aug-71,Gerald Wilson,Burt Lancaster; Robert Ryan; Lee J. Cobb,,6.8,"1,811",,,,R,4-Aug-71
Pretty Maids All in a Row,91,Comedy; Crime; Thriller,12-Jul-71,Francis Pollini; Gene Roddenberry,Rock Hudson; Angie Dickinson; Telly Savalas,,6.2,794,,,,R,12-Jul-71
The Anderson Tapes,99,Crime; Drama; Thriller,2-Sep-71,Lawrence Sanders; Frank Pierson,Sean Connery; Dyan Cannon; Martin Balsam,,6.4,"3,429",,,,GP,2-Sep-71
The Million Dollar Duck,89,Comedy; Family,30-Jun-71,Ted Key; Roswell Rogers,Dean Jones; Sandy Duncan; Joe Flynn,,5.4,847,,,,G,30-Jun-71
Women in Revolt,97,Comedy; Drama,Dec-71,Paul Morrissey,Candy Darling; Jackie Curtis; Holly Woodlawn,,5.6,394,,,,,Dec-71
Xia nu,200,Action; Adventure,18-Nov-71,King Hu; Songling Pu,Ying Bai; Billy Chan; Ping-Yu Chang,,7.5,"1,882",,,,,18-Nov-71
Anand,122,Drama,5-Mar-71,Hrishikesh Mukherjee; Gulzar,Rajesh Khanna; Amitabh Bachchan; Sumita Sanyal,,8.2,"4,673",,,,,5-Mar-71
Diary of a Rape,90,Drama; Thriller,23-Aug-71,Tony Forsberg; Gustav Wiklund,Christina Lindberg; Heinz Hopf; Bjrn Adelly,,5.1,287,,,,R,23-Aug-71
Vampyros Lesbos,89,Horror,1973,Jaime Chvarri; Jaime Chvarri,Soledad Miranda; Ewa Strmberg; Dennis Price,,5.2,"2,254",,,,,1973
Night of Dark Shadows,95,Drama; Horror; Mystery,4-Aug-71,Dan Curtis; Sam Hall,David Selby; Grayson Hall; Kate Jackson,,5.3,543,"$900,000 ",,,GP,4-Aug-71
The Hospital,103,Comedy; Drama,31-Aug-72,Paddy Chayefsky,George C. Scott; Diana Rigg; Barnard Hughes,,7.1,"3,119",,,,PG-13,31-Aug-72
The Cat o' Nine Tails,112,Mystery; Thriller,21-May-71,Dario Argento; Luigi Collo,James Franciscus; Karl Malden; Catherine Spaak,,6.6,"4,398","$1,000,000 ",,,GP,21-May-71
Daughters of Darkness,87,Horror,22-Oct-71,Pierre Drouot; Harry Kmel,Delphine Seyrig; John Karlen; Danielle Ouimet,,6.5,"1,884",,,,R,22-Oct-71
Women in Cages,81,Action; Crime; Drama,15-Nov-73,James H. Watkins; David Osterhout,Judith Brown; Roberta Collins; Jennifer Gan,,4.1,601,,,,R,15-Nov-73
WR: Mysteries of the Organism,84,Comedy; Drama; Fantasy,23-Jul-71,Dusan Makavejev,Milena Dravic; Ivica Vidovic; Jagoda Kaloper,,6.8,"2,044",,,,,23-Jul-71
Support Your Local Gunfighter,91,Comedy; Romance; Western,3-Jun-71,James Edward Grant,James Garner; Suzanne Pleshette; Jack Elam,,6.8,"2,492",,,,G,3-Jun-71
Blade of the Ripper,81,Mystery; Thriller,15-Jan-71,Vittorio Caronia; Ernesto Gastaldi,George Hilton; Edwige Fenech; Conchita Airoldi,,6.9,"1,544",,,,R,15-Jan-71
Twins of Evil,87,Horror,Jun-72,Tudor Gates; Sheridan Le Fanu,Inigo Jackson; Judy Matheson; Peter Cushing,,6.4,"1,882",,,,R,Jun-72
Don't Deliver Us from Evil,102,Drama; Horror,Dec-71,Jol Sria; Jol Sria,Jeanne Goupil; Catherine Wagener; Bernard Dhran,,6.7,746,,,,,Dec-71
The Hunting Party,111,Drama; Western; Action,30-Sep-71,Gilbert Ralston; Lou Morheim,Oliver Reed; Gene Hackman; Candice Bergen,,5.9,946,,,,R,30-Sep-71
Willard,95,Horror,19-Nov-71,Gilbert Ralston; Stephen Gilbert,Bruce Davison; Sondra Locke; Elsa Lanchester,,6.1,"1,347",,"$19,216,000 ",,GP,19-Nov-71
Catlow,101,Comedy; Western,1-Oct-71,Louis L'Amour; Scott Finch,Yul Brynner; Richard Crenna; Leonard Nimoy,,5.5,479,,,,PG-13,1-Oct-71
