Movie_Title,Time,Genre,Directors,Writers,Actors,Metascore,User_Rating,Number_of_Ratings,Budget,Box_Office_US,MPAA,Date
The Royal Tenenbaums,110,Comedy; Drama,Jean-Jacques Annaud,Wes Anderson; Owen Wilson,Gene Hackman; Gwyneth Paltrow; Anjelica Huston,75,7.5,135534,2.10E+07,5.24E+07,R,14-Dec-01
I Am Sam,132,Drama,Thomas Carter,Kristine Johnson; Jessie Nelson,Sean Penn; Michelle Pfeiffer; Dakota Fanning,28,7.4,81626,2.20E+07,4.03E+07,PG-13,25-Jan-02
The Princess Diaries,115,Comedy; Family; Romance,Wes Anderson,Meg Cabot; Gina Wendkos,Julie Andrews; Anne Hathaway; Hector Elizondo,52,5.9,51352,3.70E+07,1.08E+08,G,3-Aug-01
Bridget Jones's Diary,97,Comedy; Drama; Romance,Garry Marshall,Helen Fielding; Helen Fielding,Rene Zellweger; Colin Firth; Hugh Grant,66,6.7,106608,2.60E+07,7.15E+07,R,13-Apr-01
Rush Hour 2,90,Action; Comedy; Crime,Sharon Maguire,Ross LaManna; Jeff Nathanson,Jackie Chan; Chris Tucker; John Lone,48,6.4,100604,9.00E+07,2.26E+08,PG-13,3-Aug-01
Spy Kids,88,Action; Adventure; Comedy,Oliver Hirschbiegel,Robert Rodriguez,Alexa Vega; Daryl Sabara; Antonio Banderas,71,5.5,51683,3.50E+07,1.13E+08,PG,30-Mar-01
Swordfish,99,Action; Crime; Thriller,Peter Chelsom,Skip Woods,John Travolta; Hugh Jackman; Halle Berry,32,6.4,112821,8.00E+07,6.98E+07,R,8-Jun-01
The Wedding Planner,103,Comedy; Romance,Jerry Zucker,Pamela Falk; Michael Ellis,Jennifer Lopez; Matthew McConaughey; Bridgette Wilson-Sampras,33,4.9,37635,3.50E+07,6.04E+07,PG-13,26-Jan-01
Monster's Ball,111,Drama; Romance,Michael Cristofer,Milo Addica; Will Rokos,Billy Bob Thornton; Halle Berry; Taylor Simpson,69,7.1,55820,4000000,3.13E+07,R,8-Feb-02
Rat Race,112,Adventure; Comedy,Robert Rodriguez,Andy Breckman,Breckin Meyer; Amy Smart; Whoopi Goldberg,52,6.3,69136,4.80E+07,5.66E+07,PG-13,17-Aug-01
Original Sin,116,Drama; Mystery; Romance,Brett Ratner,Cornell Woolrich; Michael Cristofer,Antonio Banderas; Angelina Jolie; Thomas Jane,33,5.8,30728,4.20E+07,1.63E+07,R,3-Aug-01
Ali,157,Biography; Drama; Sport,Tony Scott,Gregory Allen Howard; Stephen J. Rivele,Will Smith; Jamie Foxx; Jon Voight,65,6.7,53367,1.07E+08,5.82E+07,R,25-Dec-01
Serendipity,90,Comedy; Romance; Fantasy,David Wain,Marc Klein,John Cusack; Kate Beckinsale; Jeremy Piven,52,6.7,58301,2.80E+07,5.03E+07,PG-13,5-Oct-01
Spy Game,126,Action; Crime; Thriller,Pat O'Connor,Michael Frost Beckner; Michael Frost Beckner,Robert Redford; Brad Pitt; Catherine McCormack,63,6.9,84545,9.20E+07,6.23E+07,R,21-Nov-01
Save the Last Dance,112,Drama; Music; Romance,Alfonso Cuarn,Duane Adler; Duane Adler,Julia Stiles; Sean Patrick Thomas; Kerry Washington,53,5.9,32789,1.30E+07,9.10E+07,PG-13,12-Jan-01
Exit Wounds,101,Action; Comedy; Crime,Dennie Gordon,Ed Horowitz; Richard D'Ovidio,Steven Seagal; DMX; Isaiah Washington,39,5.3,20820,3.30E+07,5.18E+07,R,16-Mar-01
Y Tu Mam Tambin,106,Drama,Robert Altman,Alfonso Cuarn; Carlos Cuarn,Maribel Verd; Gael Garca Bernal; Diego Luna,88,7.6,63653,2000000,1.36E+07,R,8-Jun-01
How High,93,Comedy,Albert Hughes,Dustin Lee Abraham,Method Man; Redman; Obba Babatund,29,5.8,27918,1.20E+07,3.12E+07,R,21-Dec-01
Wet Hot American Summer,97,Comedy; Romance,Marc Forster,Michael Showalter; David Wain,Janeane Garofalo; David Hyde Pierce; Michael Showalter,42,6.5,17185,5000000,292102,R,11-Apr-02
Sweet November,119,Drama; Romance,Steve Beck,Herman Raucher; Paul Yurick,Keanu Reeves; Charlize Theron; Jason Isaacs,27,6.4,45528,4.00E+07,2.52E+07,PG-13,16-Feb-01
From Hell,122,Crime; Horror; Mystery,Julio Medem,Alan Moore; Eddie Campbell,Johnny Depp; Heather Graham; Ian Holm,54,6.8,87541,3.50E+07,3.16E+07,R,19-Oct-01
Sex and Lucia,128,Drama; Romance,Terry Zwigoff,Julio Medem,Paz Vega; Tristn Ulloa; Najwa Nimri,65,7.2,21087,,1490177,R,24-Aug-01
Evolution,101,Comedy; Sci-Fi,Michael Mann,Don Jakoby; David Diamond,David Duchovny; Orlando Jones; Julianne Moore,40,5.9,73577,8.00E+07,3.83E+07,PG-13,8-Jun-01
Gosford Park,137,Drama; Mystery,Tim Blake Nelson,Robert Altman; Bob Balaban,Maggie Smith; Ryan Phillippe; Michael Gambon,90,7.3,49626,1.98E+07,4.13E+07,R,4-Jan-02
K-PAX,120,Drama; Sci-Fi,Iain Softley,Gene Brewer; Charles Leavitt,Kevin Spacey; Jeff Bridges; Mary McCormack,49,7.2,93990,4.80E+07,5.03E+07,PG-13,26-Oct-01
Joe Dirt,91,Adventure; Comedy; Drama,James Mangold,David Spade; Fred Wolf,David Spade; Brittany Daniel; Dennis Miller,20,5.5,27644,1.77E+07,2.71E+07,PG-13,11-Apr-01
Jeepers Creepers,90,Horror; Mystery,John Moore,Victor Salva,Gina Philips; Justin Long; Jonathan Breck,49,5.9,55832,1.00E+07,3.75E+07,R,31-Aug-01
Ghost World,111,Comedy; Drama,Larry Clark,Daniel Clowes; Daniel Clowes,Steve Buscemi; Thora Birch; Scarlett Johansson,88,7.5,68436,7000000,6200756,R,18-Oct-01
Session 9,97,Horror; Mystery; Thriller,Nick Hamm,Brad Anderson; Stephen Gevedon,David Caruso; Stephen Gevedon; Paul Guilfoyle,58,6.6,29519,1500000,373967,R,14-Sep-01
The Score,124,Action; Crime; Thriller,Ivan Reitman,Daniel E. Taylor; Kario Salem,Robert De Niro; Edward Norton; Marlon Brando,71,6.8,72191,6.80E+07,7.11E+07,R,13-Jul-01
Shallow Hal,114,Comedy; Drama; Fantasy,Michael Haneke,Sean Moynihan; Peter Farrelly,Jack Black; Gwyneth Paltrow; Jason Alexander,48,5.9,74085,4.00E+07,7.08E+07,PG-13,9-Nov-01
Behind Enemy Lines,106,Action; War; Drama,Jesse Dylan,Jim Thomas; John Thomas,Gene Hackman; Owen Wilson; Gabriel Macht,49,6.2,59516,4.00E+07,5.91E+07,PG-13,30-Nov-01
Pootie Tang,81,Comedy; Musical; Adventure,Brad Anderson,Louis C.K.,Chris Rock; Lance Crouther; J.B. Smoove,31,4.6,8432,3000000,3293258,PG-13,29-Jun-01
Kate &amp; Leopold,118,Comedy; Fantasy; Romance,Adam Shankman,Steven Rogers; James Mangold,Meg Ryan; Hugh Jackman; Liev Schreiber,44,6.2,43074,4.80E+07,4.71E+07,PG-13,25-Dec-01
Brotherhood of the Wolf,142,Action; History; Horror,Bobby Farrelly,Stphane Cabel; Stphane Cabel,Samuel Le Bihan; Mark Dacascos; Vincent Cassel,57,7,39994,FRF 200000000,1.09E+07,R,31-Jan-01
Thir13en Ghosts,91,Horror; Mystery; Thriller,John Singleton,Robb White; Benjamin Carr,Tony Shalhoub; Shannon Elizabeth; Embeth Davidtz,30,5.3,44061,2.00E+07,4.19E+07,R,26-Oct-01
The Man Who Wasn't There,116,Crime; Drama,James Wong,Joel Coen; Ethan Coen,Billy Bob Thornton; Frances McDormand; Michael Badalucco,73,7.6,61669,2.00E+07,7494849,R,26-Oct-01
Bully,113,Crime; Drama; Thriller,Patrice Chreau,Jim Schutze; David McKenna,Brad Renfro; Nick Stahl; Bijou Phillips,45,7,22655,,1537670,R,12-Dec-01
The Piano Teacher,131,Drama; Music; Thriller,Victor Salva,Michael Haneke; Elfriede Jelinek,Isabelle Huppert; Annie Girardot; Benot Magimel,79,7.3,23882,&#8364;3000000,1900282,R,5-Sep-01
The One,87,Action; Sci-Fi; Thriller,Richard Linklater,Glen Morgan; James Wong,Jet Li; Carla Gugino; Delroy Lindo,25,5.8,55628,4.90E+07,4.39E+07,PG-13,2-Nov-01
Intimacy,119,Adult; Drama; Romance,Hironobu Sakaguchi,Hanif Kureishi; Anne-Louise Trividic,Mark Rylance; Kerry Fox; Susannah Harker,69,6.2,6550,,103440,R,28-Mar-01
Waking Life,99,Animation; Drama,Francine McDougall,Richard Linklater,Ethan Hawke; Trevor Jack Brooks; Lorelei Linklater,82,7.5,31916,,2892011,R,7-Mar-02
The Animal,84,Comedy,Joel Coen,Tom Brady; Tom Brady,Rob Schneider; Colleen Haskell; John C. McGinley,43,4.6,32686,2.20E+07,5.58E+07,PG-13,1-Jun-01
Final Fantasy: The Spirits Within,106,Animation; Action; Adventure,Lee Tamahori,Hironobu Sakaguchi; Al Reinert,Alec Baldwin; Steve Buscemi; Ming-Na Wen,49,6.4,55393,1.37E+08,3.21E+07,PG-13,11-Jul-01
Tomcats,95,Comedy,Bill Paxton,Gregory Poirier,Shannon Elizabeth; Jerry O'Connell; Jake Busey,15,5,12234,1.10E+07,1.36E+07,R,30-Mar-01
Frailty,100,Crime; Drama; Thriller,Gore Verbinski,Brent Hanley,Bill Paxton; Matthew McConaughey; Powers Boothe,64,7.3,40662,1.10E+07,1.31E+07,R,12-Apr-02
Joy Ride,97,Drama; Mystery; Thriller,Stephen Herek,Clay Tarver; J.J. Abrams,Matthew Kimbrough; Leelee Sobieski; Steve Zahn,75,6.5,37552,2.30E+07,2.20E+07,R,5-Oct-01
Along Came a Spider,104,Action; Crime; Mystery,Luke Greenfield,James Patterson; Marc Moss,Morgan Freeman; Michael Wincott; Monica Potter,42,6.2,39641,6.00E+07,7.41E+07,R,6-Apr-01
The Devil's Backbone,106,Drama; Horror,Guillermo del Toro,Guillermo del Toro; Antonio Trashorras,Marisa Paredes; Eduardo Noriega; Federico Luppi,77,7.5,31102,4500000,754749,R,20-Apr-01
The Other Side of Heaven,113,Adventure; Biography; Drama,Stephen Chow,Mitch Davis; John H. Groberg,Christopher Gorham; Anne Hathaway; Joe Folau,38,6.3,2305,7000000,4720371,PG,12-Apr-02
Rock Star,105,Comedy; Drama; Music,Chris Nahon,John Stockwell,Mark Wahlberg; Jennifer Aniston; Dominic West,54,5.9,24421,5.70E+07,1.70E+07,R,7-Sep-01
Baby Boy,130,Comedy; Crime; Drama,Brendan Malloy,John Singleton,AlexSandra Wright; Tyrese Gibson; Taraji P. Henson,55,6,6439,1.60E+07,2.87E+07,R,29-Jun-01
The Last Castle,131,Action; Drama; Thriller,Brian Robbins,David Scarpa; David Scarpa,Robert Redford; James Gandolfini; Mark Ruffalo,43,6.7,38701,6.00E+07,1.82E+07,R,19-Oct-01
The Mexican,123,Adventure; Comedy; Crime,Barry Levinson,J.H. Wyman,Brad Pitt; Julia Roberts; James Gandolfini,43,6,61694,3.40E+07,6.68E+07,R,2-Mar-01
The Believer,102,Drama,Christophe Gans,Henry Bean; Henry Bean,Ryan Gosling; Summer Phoenix; Peter Meadows,75,7.3,20307,1500000,406035,R,23-Aug-01
Captain Corelli's Mandolin,131,Drama; Music; Romance,Daniel Sackheim,Shawn Slovo; Louis de Bernires,Nicolas Cage; Penlope Cruz; John Hurt,36,5.7,21198,5.70E+07,2.55E+07,R,17-Aug-01
Out Cold,89,Comedy; Sport,John Dahl,Jon Zack,Flex Alexander; David Denman; A.J. Cook,22,6,11469,1.10E+07,1.39E+07,PG-13,21-Nov-01
Shaolin Soccer,87,Action; Comedy; Sport,Irwin Winkler,Stephen Chow; Chi Keung Fung,Stephen Chow; Wei Zhao; Yat-fei Wong,68,7.2,36477,,488872,PG-13,12-Jul-01
Kiss of the Dragon,98,Action; Crime; Thriller,Lawrence Guterman,Jet Li; Luc Besson,Jet Li; Bridget Fonda; Tchky Karyo,58,6.5,39241,2.50E+07,3.68E+07,R,6-Jul-01
O,95,Drama; Romance; Thriller,Frank Darabont,William Shakespeare; Brad Kaaya,Mekhi Phifer; Julia Stiles; Josh Hartnett,53,6,14328,5000000,1.60E+07,R,31-Aug-01
Life as a House,125,Drama,Sean Penn,Mark Andrus,Hayden Christensen; Kevin Kline; Kristin Scott Thomas,45,7.4,30033,1.80E+07,1.57E+07,R,9-Nov-01
Cats &amp; Dogs,87,Action; Adventure; Comedy,John Madden,John Requa; Glenn Ficarra,Alec Baldwin; Tobey Maguire; Jeff Goldblum,47,5.1,31303,6.00E+07,9.34E+07,PG,4-Jul-01
xXx,124,Action; Thriller,Rob Cohen,Rich Wilkes,Vin Diesel; Asia Argento; Marton Csokas,48,5.7,98780,7.00E+07,1.42E+08,PG-13,9-Aug-02
City of God,130,Crime; Drama,Peter Jackson,Paulo Lins; Brulio Mantovani,Alexandre Rodrigues; Matheus Nachtergaele; Leandro Firmino,79,8.7,310653,3300000,7563397,R,30-Aug-02
The Lord of the Rings: The Two Towers,179,Action; Adventure; Fantasy,Fernando Meirelles,J.R.R. Tolkien; Fran Walsh,Elijah Wood; Ian McKellen; Viggo Mortensen,88,8.7,607461,9.40E+07,3.43E+08,PG-13,18-Dec-02
Spider-Man,121,Action; Adventure; Fantasy,Sam Raimi,Stan Lee; Steve Ditko,Tobey Maguire; Kirsten Dunst; Willem Dafoe,73,7.3,313593,1.39E+08,4.04E+08,PG-13,3-May-02
The Bourne Identity,119,Action; Crime; Mystery,Adam Shankman,Tony Gilroy; W. Blake Herron,Franka Potente; Matt Damon; Chris Cooper,68,7.9,247198,6.00E+07,1.22E+08,PG-13,14-Jun-02
Harry Potter and the Chamber of Secrets,161,Adventure; Family; Fantasy,Chris Columbus,J.K. Rowling; Steve Kloves,Daniel Radcliffe; Rupert Grint; Emma Watson,63,7.2,234560,1.00E+08,2.62E+08,PG,15-Nov-02
Scooby-Doo,86,Adventure; Comedy; Family,Raja Gosnell,James Gunn; Craig Titley,Matthew Lillard; Freddie Prinze Jr.; Sarah Michelle Gellar,35,4.7,44778,8.40E+07,1.53E+08,PG,14-Jun-02
Star Wars: Episode II - Attack of the Clones,142,Action; Adventure; Fantasy,Roman Polanski,George Lucas; George Lucas,Hayden Christensen; Natalie Portman; Ewan McGregor,53,6.7,266703,1.15E+08,3.11E+08,PG,16-May-02
28 Days Later...,113,Horror; Sci-Fi; Thriller,Steven Spielberg,Alex Garland,Cillian Murphy; Naomie Harris; Christopher Eccleston,73,7.6,190391,8000000,4.51E+07,R,27-Jun-03
The Pianist,150,Biography; Drama; History,Doug Liman,Ronald Harwood; Wladyslaw Szpilman,Adrien Brody; Thomas Kretschmann; Frank Finlay,85,8.5,261840,3.50E+07,3.26E+07,R,28-Mar-03
Catch Me If You Can,141,Biography; Comedy; Crime,Danny Boyle,Jeff Nathanson; Frank Abagnale Jr.,Leonardo DiCaprio; Tom Hanks; Christopher Walken,76,7.9,270227,5.20E+07,1.64E+08,PG-13,25-Dec-02
A Walk to Remember,101,Drama; Romance,Barry Sonnenfeld,Nicholas Sparks; Karen Janszen,Mandy Moore; Shane West; Peter Coyote,35,7.2,92781,1.10E+07,4.12E+07,PG,25-Jan-02
Gangs of New York,167,Crime; Drama; History,George Lucas,Jay Cocks; Jay Cocks,Leonardo DiCaprio; Cameron Diaz; Daniel Day-Lewis,72,7.5,196873,9.70E+07,7.77E+07,R,20-Dec-02
Minority Report,145,Action; Mystery; Sci-Fi,Paul W.S. Anderson,Philip K. Dick; Scott Frank,Tom Cruise; Colin Farrell; Samantha Morton,80,7.7,251499,1.02E+08,1.32E+08,PG-13,21-Jun-02
Resident Evil,100,Action; Horror; Sci-Fi,Martin Scorsese,Paul W.S. Anderson,Milla Jovovich; Michelle Rodriguez; Colin Salmon,33,6.6,134852,3.30E+07,4.01E+07,R,15-Mar-02
The Transporter,92,Action; Crime; Thriller,Steven Spielberg,Luc Besson; Robert Mark Kamen,Jason Statham; Qi Shu; Matt Schulze,51,6.7,143050,2.10E+07,2.53E+07,PG-13,11-Oct-02
Ice Age,81,Animation; Adventure; Comedy,Kurt Wimmer,Michael J. Wilson; Michael Berg,Denis Leary; John Leguizamo; Ray Romano,60,7.5,186289,5.90E+07,1.76E+08,PG,15-Mar-02
Unfaithful,124,Drama; Romance; Thriller,Louis Leterrier,Claude Chabrol; Alvin Sargent,Richard Gere; Diane Lane; Olivier Martinez,63,6.6,41860,5.00E+07,5.28E+07,R,10-May-02
Chicago,113,Comedy; Crime; Musical,Gore Verbinski,Bill Condon; Bob Fosse,Rene Zellweger; Catherine Zeta-Jones; Richard Gere,82,7.1,120536,4.50E+07,1.71E+08,PG-13,24-Jan-03
Men in Black II,88,Action; Comedy; Sci-Fi,Chris Wedge,Lowell Cunningham; Robert Gordon,Tommy Lee Jones; Will Smith; Rip Torn,49,5.9,155159,1.40E+08,1.90E+08,PG-13,3-Jul-02
Equilibrium,107,Action; Drama; Sci-Fi,Gaspar No,Kurt Wimmer,Christian Bale; Sean Bean; Emily Watson,33,7.6,172498,2.00E+07,1203974,R,26-Feb-03
The Ring,115,Horror; Mystery; Thriller,Chris Weitz,Ehren Kruger; Kji Suzuki,Naomi Watts; Martin Henderson; Brian Cox,57,7.1,154932,4.80E+07,1.29E+08,PG-13,18-Oct-02
8 Mile,110,Drama; Music,Curtis Hanson,Scott Silver,Eminem; Brittany Murphy; Kim Basinger,77,6.8,110877,4.10E+07,1.17E+08,R,8-Nov-02
The Hot Chick,104,Comedy; Fantasy,Rob Marshall,Tom Brady; Rob Schneider,Rob Schneider; Rachel McAdams; Anna Faris,29,5.3,50309,,3.50E+07,PG-13,13-Dec-02
Die Another Day,133,Action; Adventure; Crime,Lee Tamahori,Ian Fleming; Neal Purvis,Pierce Brosnan; Halle Berry; Rosamund Pike,56,6,114462,1.42E+08,1.61E+08,PG-13,22-Nov-02
Blade II,117,Action; Horror; Sci-Fi,Dean DeBlois,Marv Wolfman; Gene Colan,Wesley Snipes; Kris Kristofferson; Ron Perlman,52,6.6,98781,5.40E+07,8.16E+07,R,22-Mar-02
Red Dragon,124,Thriller,M. Night Shyamalan,Thomas Harris; Ted Tally,Anthony Hopkins; Edward Norton; Ralph Fiennes,60,7.2,132092,7.80E+07,9.29E+07,R,4-Oct-02
Lilo &amp; Stitch,85,Animation; Adventure; Comedy,Kevin Reynolds,Chris Sanders; Chris Sanders,Daveigh Chase; Chris Sanders; Tia Carrere,73,7,58653,8.00E+07,1.46E+08,PG,21-Jun-02
About a Boy,101,Comedy; Drama; Romance,Sam Mendes,Nick Hornby; Peter Hedges,Hugh Grant; Nicholas Hoult; Toni Collette,75,7.1,97347,2.70E+07,4.06E+07,PG-13,17-May-02
The Count of Monte Cristo,131,Action; Adventure; Drama,Michael Rymer,Alexandre Dumas pre; Jay Wolpert,Jim Caviezel; Guy Pearce; Richard Harris,61,7.6,72262,3.50E+07,5.42E+07,PG-13,25-Jan-02
Road to Perdition,117,Crime; Drama; Thriller,Ron Clements,Max Allan Collins; Richard Piers Rayner,Tom Hanks; Tyler Hoechlin; Rob Maxey,72,7.7,141064,8.00E+07,1.04E+08,R,12-Jul-02
Van Wilder,92,Comedy; Romance,Brett Ratner,Brent Goldberg; David Wagner,Ryan Reynolds; Tara Reid; Tim Matheson,26,6.3,62676,6000000,2.10E+07,R,5-Apr-02
Signs,106,Drama; Mystery; Sci-Fi,Andy Tennant,M. Night Shyamalan,Mel Gibson; Joaquin Phoenix; Rory Culkin,59,6.7,189839,7.20E+07,2.28E+08,PG-13,2-Aug-02
Irreversible,97,Crime; Drama; Mystery,Steven Shainberg,Gaspar No,Monica Bellucci; Vincent Cassel; Albert Dupontel,51,7.3,56079,,753501,,22-May-02
Austin Powers in Goldmember,94,Action; Comedy; Crime,Jay Roach,Mike Myers; Michael McCullers,Mike Myers; Beyonc Knowles; Seth Green,62,6.1,113901,6.30E+07,2.13E+08,PG-13,26-Jul-02
Treasure Planet,95,Animation; Adventure; Family,Guillermo del Toro,Robert Louis Stevenson; Ron Clements,Joseph Gordon-Levitt; Emma Thompson; Martin Short,60,6.8,33767,1.40E+08,3.81E+07,PG,27-Nov-02
Insomnia,118,Crime; Mystery; Thriller,Walt Becker,Hillary Seitz; Nikolaj Frobenius,Al Pacino; Robin Williams; Hilary Swank,78,7.2,139467,4.60E+07,6.74E+07,R,24-May-02
Sweet Home Alabama,108,Comedy; Romance,Spike Jonze,Douglas J. Eboch; C. Jay Cox,Reese Witherspoon; Patrick Dempsey; Josh Lucas,45,5.9,56552,3.80E+07,1.27E+08,PG-13,27-Sep-02
Adaptation.,114,Comedy; Crime; Drama,Tom Brady,Susan Orlean; Charlie Kaufman,Nicolas Cage; Meryl Streep; Chris Cooper,83,7.7,101035,1.90E+07,2.22E+07,R,10-Jan-03
Secretary,104,Comedy; Drama; Romance,Christopher Nolan,Erin Cressida Wilson; Mary Gaitskill,James Spader; Maggie Gyllenhaal; Jeremy Davies,63,7,46593,4000000,4046737,R,14-Nov-02
Queen of the Damned,101,Fantasy; Horror; Music,Randall Wallace,Anne Rice; Scott Abbott,Aaliyah; Stuart Townsend; Marguerite Moreau,30,4.9,32008,3.50E+07,3.03E+07,R,22-Feb-02
25th Hour,135,Crime; Drama,Spike Lee,David Benioff; David Benioff,Edward Norton; Barry Pepper; Philip Seymour Hoffman,67,7.7,106605,1.50E+07,1.31E+07,R,10-Jan-03
The Scorpion King,92,Action; Adventure; Fantasy,Stuart Baird,Stephen Sommers; Jonathan Hales,Dwayne Johnson; Steven Brand; Michael Clarke Duncan,45,5.4,62684,6.00E+07,9.03E+07,PG-13,19-Apr-02
We Were Soldiers,138,Action; Drama; History,Adrian Lyne,Harold G. Moore; Joseph L. Galloway,Mel Gibson; Madeleine Stowe; Greg Kinnear,65,7,66826,7.50E+07,7.81E+07,R,1-Mar-02
My Big Fat Greek Wedding,95,Comedy; Romance,David Fincher,Nia Vardalos,Nia Vardalos; John Corbett; Michael Constantine,62,6.5,72070,5000000,2.41E+08,PG,2-Aug-02
Star Trek: Nemesis,116,Action; Adventure; Sci-Fi,Rob Bowman,Gene Roddenberry; John Logan,Patrick Stewart; Jonathan Frakes; Brent Spiner,51,6.3,40440,6.00E+07,4.31E+07,PG-13,13-Dec-02
Ying xiong,99,Action; Drama; History,Stephen Daldry,Feng Li; Bin Wang,Jet Li; Tony Leung Chiu Wai; Maggie Cheung,84,7.9,112288,3.10E+07,5.37E+07,PG-13,27-Aug-04
Panic Room,112,Crime; Thriller,Steven Brill,David Koepp,Jodie Foster; Kristen Stewart; Forest Whitaker,65,6.8,129596,4.80E+07,9.53E+07,R,29-Mar-02
Infernal Affairs,101,Crime; Mystery; Thriller,Joel Zwick,Alan Mak; Felix Chong,Andy Lau; Tony Leung Chiu Wai; Anthony Wong Chau-Sang,75,8.1,57372,,169659,R,12-Dec-02
Phone Booth,81,Mystery; Thriller,Wai-keung Lau,Larry Cohen,Colin Farrell; Kiefer Sutherland; Forest Whitaker,56,7.1,133106,1.30E+07,4.66E+07,R,4-Apr-03
Reign of Fire,101,Action; Adventure; Fantasy,Paul Thomas Anderson,Gregg Chabot; Kevin Peterka,Matthew McConaughey; Christian Bale; Izabella Scorupco,39,6.1,72592,6.00E+07,4.31E+07,PG-13,12-Jul-02
The Hours,114,Drama,Phil Alden Robinson,Michael Cunningham; David Hare,Meryl Streep; Nicole Kidman; Julianne Moore,81,7.5,72513,2.50E+07,4.17E+07,PG-13,24-Jan-03
Mr. Deeds,96,Comedy,Joel Schumacher,Clarence Budington Kelland; Robert Riskin,Adam Sandler; Winona Ryder; John Turturro,24,5.7,72583,5.00E+07,1.26E+08,PG-13,28-Jun-02
The Sum of All Fears,124,Action; Drama; Thriller,Gurinder Chadha,Tom Clancy; Paul Attanasio,Ben Affleck; Morgan Freeman; Ian Mongrain,45,6.3,61097,6.80E+07,1.18E+08,PG-13,31-May-02
The Sweetest Thing,88,Comedy; Romance,Steve Beck,Nancy Pimental,Cameron Diaz; Thomas Jane; Christina Applegate,32,4.8,34086,4.30E+07,2.44E+07,R,12-Apr-02
Bend It Like Beckham,112,Comedy; Drama; Romance,Michael Lehmann,Gurinder Chadha; Guljit Bindra,Parminder Nagra; Keira Knightley; Jonathan Rhys Meyers,66,6.7,62361,&#163;3500159,3.25E+07,PG-13,1-Aug-03
40 Days and 40 Nights,96,Comedy; Romance; Drama,Yimou Zhang,Rob Perez,Josh Hartnett; Shannyn Sossamon; Paulo Costanzo,53,5.5,47711,1.70E+07,69588,R,1-Mar-02
Punch-Drunk Love,95,Comedy; Drama; Romance,Chuck Russell,Paul Thomas Anderson,Adam Sandler; Emily Watson; Philip Seymour Hoffman,78,7.3,72851,2.50E+07,1.78E+07,R,1-Nov-02
The Rules of Attraction,110,Comedy; Drama; Romance,Simon Wells,Bret Easton Ellis; Roger Avary,James Van Der Beek; Ian Somerhalder; Shannyn Sossamon,50,6.7,35592,4000000,6532619,R,11-Oct-02
The Time Machine,96,Sci-Fi; Adventure; Action,Wayne Wang,H.G. Wells; David Duncan,Guy Pearce; Yancey Arias; Mark Addy,42,5.8,71059,8.00E+07,5.67E+07,PG-13,8-Mar-02
Confessions of a Dangerous Mind,113,Biography; Comedy; Crime,Nick Cassavetes,Chuck Barris; Charlie Kaufman,Sam Rockwell; Drew Barrymore; George Clooney,67,7.1,52228,2.90E+07,1.60E+07,R,24-Jan-03
John Q,116,Drama; Thriller,Marcus Raboy,James Kearns,Denzel Washington; Robert Duvall; Gabriela Oltean,30,6.8,62114,3.60E+07,7.10E+07,PG-13,15-Feb-02
Ghost Ship,91,Horror; Mystery; Thriller,Tamra Davis,Mark Hanlon; Mark Hanlon,Julianna Margulies; Gabriel Byrne; Ron Eldard,28,5.3,51644,3.50E+07,3.01E+07,R,25-Oct-02
Maid in Manhattan,105,Comedy; Drama; Romance,Roger Avary,John Hughes; Kevin Wade,Jennifer Lopez; Ralph Fiennes; Natasha Richardson,45,4.7,46908,5.50E+07,9.38E+07,PG-13,13-Dec-02
Two Weeks Notice,101,Comedy; Romance,Peter Kosminsky,Marc Lawrence,Sandra Bullock; Hugh Grant; Alicia Witt,42,5.8,57011,6.00E+07,9.33E+07,PG-13,20-Dec-02
Talk to Her,112,Comedy; Drama; Romance,Pedro Almodvar,Pedro Almodvar,Rosario Flores; Javier Cmara; Daro Grandinetti,86,8,62001,,9284265,R,15-Mar-02
Murder by Numbers,120,Crime; Drama; Thriller,Marc Lawrence,Tony Gayton,Sandra Bullock; Ben Chaplin; Ryan Gosling,50,6,31331,5.00E+07,3.19E+07,R,19-Apr-02
The New Guy,88,Comedy,Shekhar Kapur,David Kendall,DJ Qualls; Lyle Lovett; Eliza Dushku,24,5.5,21778,1.30E+07,2.90E+07,PG-13,10-May-02
Solaris,99,Drama; Mystery; Romance,Roger Kumble,Stanislaw Lem; Steven Soderbergh,George Clooney; Natascha McElhone; Ulrich Tukur,65,6.1,50698,4.70E+07,1.50E+07,PG-13,27-Nov-02
Stuart Little 2,77,Animation; Adventure; Comedy,Charles Stone III,E.B. White; Douglas Wick,Michael J. Fox; Geena Davis; Hugh Laurie,66,5.4,20074,1.20E+08,6.47E+07,PG,19-Jul-02
The Twilight Samurai,129,Drama; Romance,Tom Tykwer,Shhei Fujisawa; Yji Yamada,Hiroyuki Sanada; Rie Miyazawa; Nenji Kobayashi,82,8,13211,5000000,,,2-Nov-02
Frida,123,Biography; Drama; Romance,Steven Soderbergh,Hayden Herrera; Clancy Sigal,Salma Hayek; Alfred Molina; Geoffrey Rush,61,7.3,41655,1.20E+07,2.58E+07,R,20-Nov-02
